id,short_name,long_name,age,height_cm,weight_kg,nationality,club,preferred_foot,player_positions,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,overall,potential
227890,Nuno Santos,Nuno Miguel Gomes dos Santos,24,179,73,Portugal,Rio Ave FC,Left,"LW, RW",78,70,68,75,33,56,,,,,,,72,77
227939,J. Kouassi,Jean Evrard Kouassi,24,174,67,Ivory Coast,Wuhan Zall,Right,"LW, LM",83,72,54,75,25,59,,,,,,,72,77
228171,C. Ikonomidis,Christopher Ikonomidis,24,180,73,Australia,Perth Glory,Right,"ST, LW",82,70,68,77,51,66,,,,,,,72,77
229526,M. Malyshev,Maksym Malyshev,26,181,76,Ukraine,Shakhtar Donetsk,Right,CDM,71,65,66,68,67,74,,,,,,,72,77
234832,K. Pedersen,Kristian Pedersen,24,191,83,Denmark,Birmingham City,Left,"LWB, LB, CB",67,36,57,65,74,79,,,,,,,72,77
234924,A. Diakhaby,Adama Diakhaby,22,184,74,France,Huddersfield Town,Left,"RW, LW",87,69,64,73,23,54,,,,,,,72,77
235103,N. Ampomah,Nana Opoku Ampomah,23,175,68,Ghana,Fortuna Düsseldorf,Right,"LM, ST",85,67,61,77,27,66,,,,,,,72,77
237340,Carlinhos,Carlos Antonio de Souza Júnior,24,176,74,Brazil,FC Lugano,Right,"ST, LW, LM",87,68,61,75,29,67,,,,,,,72,77
238013,Jandrei,Jandrei Chitolina Carniel,26,186,76,Brazil,Genoa,Right,GK,,,,,,,72,71,69,76,28,70,72,77
239645,M. de los Santos,Matías de los Santos,26,184,83,Uruguay,Vélez Sarsfield,Right,CB,52,55,55,54,69,84,,,,,,,72,77
239782,B. Acosta,Bryan Acosta,25,175,73,Honduras,FC Dallas,Right,"CM, LM",84,70,68,68,66,80,,,,,,,72,77
244368,A. Besedin,Artem Besedin,23,185,76,Ukraine,Dynamo Kyiv,Right,ST,71,67,48,67,41,67,,,,,,,72,77
244789,A. Čermák,Aleš Čermák,24,180,75,Czech Republic,Viktoria Plzeň,Left,"CAM, CM",66,63,72,72,43,61,,,,,,,72,77
251611,G. Fernández,Gabriel Fernández,25,186,80,Uruguay,RC Celta,Right,ST,66,71,59,67,52,78,,,,,,,72,77
197031,M. Ducksch,Marvin Ducksch,25,188,79,Germany,Hannover 96,Right,ST,67,71,58,66,34,68,,,,,,,72,76
199779,A. Hoffmann,André Hoffmann,26,190,84,Germany,Fortuna Düsseldorf,Right,"CB, CDM",46,38,57,56,72,69,,,,,,,72,76
200159,S. Ortega,Stefan Ortega Moreno,26,185,88,Germany,DSC Arminia Bielefeld,Right,GK,,,,,,,74,66,74,77,51,69,72,76
201093,N. Powell,Nick Powell,25,183,65,England,Stoke City,Right,CAM,67,70,66,72,47,64,,,,,,,72,76
201122,T. Kalas,Tomáš Kalas,26,183,80,Czech Republic,Bristol City,Right,CB,73,49,53,63,71,74,,,,,,,72,76
201895,D. Fagundez,Diego Santiago Fagúndez Pepe,24,173,64,Uruguay,New England Revolution,Right,"CAM, LM, CM",75,67,69,76,43,59,,,,,,,72,76
203161,M. Franke,Marcel Franke,26,193,90,Germany,Hannover 96,Right,CB,50,31,42,44,72,78,,,,,,,72,76
204246,M. Bettinelli,Marcus Bettinelli,27,194,82,England,Fulham,Right,GK,,,,,,,74,69,69,76,29,73,72,76
206238,Iván López,Iván López Mendoza,25,175,69,Spain,Levante UD,Right,"RB, RWB",73,57,68,71,71,66,,,,,,,72,76
206534,P. Bamford,Patrick Bamford,25,185,71,England,Leeds United,Left,ST,71,69,63,71,35,68,,,,,,,72,76
209830,Q. Beunardeau,Quentin Beunardeau,25,184,78,France,CD Aves,Right,GK,,,,,,,73,68,62,75,51,68,72,76
210112,C. Benavente,Cristian Benavente,25,172,68,Peru,FC Nantes,Left,"CAM, LM, CF",73,69,68,74,34,45,,,,,,,72,76
210386,K. Peterson,Kristoffer Peterson,24,185,79,Sweden,Swansea City,Right,LM,77,74,66,75,33,61,,,,,,,72,76
211231,R. Azeez,Ramon Olamilekan Azeez,26,170,67,Nigeria,Granada CF,Right,"CDM, CM, CAM",68,57,65,67,68,70,,,,,,,72,76
211250,U. Radaković,Uroš  Radaković,25,192,87,Serbia,Sparta Praha,Right,CB,52,33,45,43,71,77,,,,,,,72,76
211348,S. Dimitrievski,Stole Dimitrievski,25,188,81,FYR Macedonia,Rayo Vallecano,Right,GK,,,,,,,73,70,69,71,37,75,72,76
211506,J. Swift,John Swift,24,182,73,England,Reading,Right,"CAM, CM",63,67,72,73,56,54,,,,,,,72,76
212401,S. Moreira,Steven Moreira,24,179,75,France,Toulouse Football Club,Right,"RB, CB",68,32,67,65,71,67,,,,,,,72,76
213613,S. Gustafson,Simon Gustafson,24,185,78,Sweden,FC Utrecht,Left,"CM, CAM",66,71,71,72,52,72,,,,,,,72,76
214436,P. Díaz,Paulo César Díaz Huincales,24,180,70,Chile,River Plate,Right,"CB, CDM, RB",77,41,63,64,70,75,,,,,,,72,76
214948,S. Schonlau,Sebastian Schonlau,24,185,77,Germany,SC Paderborn 07,Right,CB,66,36,52,56,72,72,,,,,,,72,76
215152,A. Allione,Agustín Allione,24,169,69,Argentina,Rosario Central,Right,"RM, LM, CAM",80,62,70,73,34,61,,,,,,,72,76
216334,P. Gerkens,Pieter Gerkens,24,179,67,Belgium,RSC Anderlecht,Right,"CAM, CF, CM",58,70,70,68,66,67,,,,,,,72,76
216391,Erik,Erik Nascimento de Lima,24,170,64,Brazil,Yokohama F. Marinos,Right,"ST, RW, LW",84,71,65,76,23,44,,,,,,,72,76
216523,M. Oikonomou,Marios Oikonomou,26,189,85,Greece,AEK Athens,Right,CB,59,24,46,49,73,75,,,,,,,72,76
218341,J. Elez,Josip Elez,25,189,87,Croatia,Hannover 96,Right,CB,58,60,61,62,71,75,,,,,,,72,76
219180,Dani Calvo,Daniel Pedro Calvo San Román,25,190,82,Spain,Elche CF,Right,CB,49,46,55,50,69,79,,,,,,,72,76
219409,V. Karavaev,Vyacheslav Karavaev,24,175,70,Russia,Vitesse,Right,RB,77,59,70,69,68,68,,,,,,,72,76
220029,S. Khaoui,Saîf-Eddine Khaoui,24,182,68,Tunisia,Olympique de Marseille,Left,"CAM, RM",72,64,73,74,38,54,,,,,,,72,76
223510,A. Mendy,Alexandre Mendy,25,184,86,France,FC Girondins de Bordeaux,Right,ST,71,73,51,64,24,79,,,,,,,72,76
224378,M. Bani,Mattia Bani,25,188,81,Italy,Bologna,Right,CB,60,18,38,52,73,72,,,,,,,72,76
224970,J. Dompé,Mamadou Jean-Luc Diarra Dompé,23,170,65,France,KAA Gent,Right,"LW, RW",76,68,71,75,37,59,,,,,,,72,76
225440,Carlos Embaló,Carlos Apna Embaló,24,175,74,Guinea Bissau,KAS Eupen,Left,"LM, RW, CAM",91,63,64,75,28,64,,,,,,,72,76
226385,C. Espinoza,Cristian Omar Espinoza,24,173,70,Argentina,San Jose Earthquakes,Right,"RM, LM, RW",79,66,68,75,37,63,,,,,,,72,76
226877,Ivo Rodrigues,Ivo Tiago dos Santos Rodrigues,24,179,72,Portugal,Royal Antwerp FC,Right,"LM, RM",77,68,68,78,39,63,,,,,,,72,76
229949,Anderson Lopes,Anderson José Lopes de Souza,25,185,82,Brazil,Hokkaido Consadole Sapporo,Left,"ST, RW, LW",87,73,60,70,30,77,,,,,,,72,76
231493,L. Kleinheisler,László Kleinheisler,25,173,70,Hungary,Hungary,Right,"CAM, CDM",74,67,69,72,60,70,,,,,,,72,76
232655,S. Juklerød,Simen  Kristiansen Juklerød,25,187,80,Norway,Royal Antwerp FC,Left,"LB, RM, LM",82,63,66,71,65,75,,,,,,,72,76
235419,N. Dovedan,Nikola Dovedan,24,172,71,Austria,1. FC Nürnberg,Right,"CF, CAM, LM",79,68,64,78,34,57,,,,,,,72,76
236621,P. Hamel,Pierre-Yves Hamel,25,189,76,France,FC Lorient,Right,ST,62,73,49,65,26,60,,,,,,,72,76
238660,N. Sangaré,Nazim Sangaré,25,185,72,Turkey,Antalyaspor,Right,RB,90,40,61,71,68,69,,,,,,,72,76
239210,F. Eboa Eboa,Félix Eboa Eboa,22,186,80,Cameroon,En Avant de Guingamp,Right,CB,56,44,54,56,72,71,,,,,,,72,76
190947,D. Jensen,David Jensen,27,195,92,Denmark,FC Utrecht,Right,GK,,,,,,,70,68,78,72,40,71,72,75
198705,A. Najar,Andy Aryel Najar Rodríguez,26,170,69,Honduras,RSC Anderlecht,Right,"RB, RM, CB",74,65,71,74,71,65,,,,,,,72,75
199550,B. Martins Indi,Bruno Martins Indi,27,185,76,Netherlands,Stoke City,Left,"CB, LB",54,42,58,57,71,78,,,,,,,72,75
200094,M. Ozdoev,Magomed Ozdoev,26,184,78,Russia,Russia,Right,"CM, CDM",74,65,68,73,68,72,,,,,,,72,75
200765,M. Bešić,Muhamed Bešić,26,180,80,Bosnia Herzegovina,Sheffield United,Right,"CM, CDM",63,54,67,74,70,74,,,,,,,72,75
201342,F. Sørensen,Frederik Hillesborg Sørensen,27,194,88,Denmark,BSC Young Boys,Right,"CB, RB",59,33,61,60,70,76,,,,,,,72,75
201438,H. Van Der Bruggen,Hannes Van Der Bruggen,26,180,74,Belgium,KV Kortrijk,Right,"CDM, CM",50,62,72,68,68,68,,,,,,,72,75
201877,M. Møller Dæhli,Mats  Møller Dæhli,24,175,73,Norway,FC St. Pauli,Right,"LM, RM, CAM",78,53,67,80,23,48,,,,,,,72,75
202547,J. Bahebeck,Jean-Christophe Bahebeck,26,182,76,France,FC Utrecht,Right,"ST, LW",74,71,70,73,37,66,,,,,,,72,75
203304,B. Assombalonga,Britt Assombalonga,26,178,78,DR Congo,Middlesbrough,Right,ST,77,71,57,66,38,72,,,,,,,72,75
203435,I. Diomandé,Ismaël Tiémoko Diomandé,26,183,82,Ivory Coast,Çaykur Rizespor,Right,"CDM, CB",64,55,64,67,70,75,,,,,,,72,75
203780,F. Veseli,Frédéric Veseli,26,183,80,Albania,Empoli,Right,"CB, RB, LB",73,41,58,65,72,69,,,,,,,72,75
204163,J. Okore,Tetchi Jores Charlemagne Ulrich Okore,26,183,80,Denmark,Aalborg BK,Right,CB,72,42,52,59,67,84,,,,,,,72,75
204412,G. Saville,George Saville,26,176,73,Northern Ireland,Middlesbrough,Left,"CM, LWB",64,66,69,71,68,76,,,,,,,72,75
208159,M. Frey,Michael Frey,24,189,89,Switzerland,Fenerbahçe SK,Right,ST,64,72,57,65,30,87,,,,,,,72,75
208892,S. Byram,Sam Byram,25,183,72,England,Norwich City,Right,RB,71,60,66,72,70,68,,,,,,,72,75
211099,O. Nguette,Opa N'Guette,24,182,76,Senegal,FC Metz,Right,"LW, LM",85,63,64,75,41,60,,,,,,,72,75
211738,M. Flekken,Mark Flekken,26,195,87,Netherlands,SC Freiburg,Right,GK,,,,,,,72,71,66,74,32,70,72,75
212225,E. Roco,Enzo Pablo Roco Roco,26,192,79,Chile,Beşiktaş JK,Right,CB,39,41,54,56,72,76,,,,,,,72,75
212424,W. Trapp,Wil Trapp,26,173,68,United States,Columbus Crew SC,Right,CDM,57,54,70,70,65,64,,,,,,,72,75
213092,S. Piette,Samuel Piette,24,171,79,Canada,Montreal Impact,Right,CDM,63,44,60,64,69,80,,,,,,,72,75
213813,A. Fransson,Alexander Fransson,25,180,74,Sweden,IFK Norrköping,Right,"CM, CDM",68,63,66,72,67,74,,,,,,,72,75
214323,G. Celis,Guillermo León Celis Montiel,26,178,73,Colombia,Club Atlético Colón,Right,"CDM, CM",65,51,61,69,70,70,,,,,,,72,75
214358,J. Nieto,Juan Pablo Nieto Salazar,26,178,74,Colombia,Deportes Tolima,Right,"CM, CAM",71,66,75,73,48,72,,,,,,,72,75
214622,J. Toljan,Jeremy Toljan,24,182,74,Germany,Sassuolo,Right,"RB, LB",87,42,62,70,66,68,,,,,,,72,75
215070,G. Ortíz,Guillermo Ortíz,26,183,76,Argentina,Club Atlético Colón,Right,CB,67,41,48,47,71,78,,,,,,,72,75
215076,L. Faravelli,Lorenzo Faravelli,26,177,73,Argentina,Club Atlético Huracán,Left,"CM, CDM",77,70,69,72,70,72,,,,,,,72,75
217085,V. García,Víctor Hugo García Hernández,25,178,71,Venezuela,Vitória Guimarães,Right,RB,77,40,60,73,69,67,,,,,,,72,75
217242,Y. Kubo,久保 裕也,25,178,73,Japan,KAA Gent,Right,"CAM, ST",75,69,67,76,41,58,,,,,,,72,75
220061,N. Gyömbér,Norbert Gyömbér,26,189,74,Slovakia,Perugia,Right,CB,57,31,42,49,73,67,,,,,,,72,75
220084,C. Falletti,César Falletti,26,170,65,Uruguay,Bologna,Right,"CAM, RW, CF",81,64,69,78,33,61,,,,,,,72,75
220355,Alex Alegría,Alexander Alegría Moreno,26,191,84,Spain,RCD Mallorca,Right,ST,50,71,56,70,33,71,,,,,,,72,75
220513,F. Ricci,Federico Ricci,25,175,63,Italy,Spezia,Left,"RW, LW",79,64,66,76,47,48,,,,,,,72,75
220685,Léo Bonatini,Leonardo B. Lohner Maia,25,184,83,Brazil,Wolverhampton Wanderers,Right,ST,68,70,67,71,35,71,,,,,,,72,75
221250,G. Poblete,Gerónimo Gastón Poblete,26,173,63,Argentina,San Lorenzo de Almagro,Right,"CDM, CM",67,51,65,72,68,72,,,,,,,72,75
221269,J. Riedewald,Jaïro Riedewald,22,182,79,Netherlands,Crystal Palace,Left,"CB, CDM",64,51,68,68,72,66,,,,,,,72,75
221797,E. Thommy,Erik Thommy,24,174,70,Germany,Fortuna Düsseldorf,Right,"LM, CAM, RM",77,67,71,75,33,52,,,,,,,72,75
222959,S. Moreo,Stefano Moreo,26,190,75,Italy,Empoli,Right,"ST, RW",76,66,61,68,51,79,,,,,,,72,75
223283,F. Diedhiou,Famara Diedhiou,26,189,80,Senegal,Bristol City,Right,ST,60,70,46,66,31,73,,,,,,,72,75
224368,M. Doumbia,Moussa Doumbia,24,173,68,Mali,Stade de Reims,Right,"LM, CAM",83,68,66,75,36,60,,,,,,,72,75
224719,A. Tashaev,Aleksandr Tashaev,25,179,75,Russia,Spartak Moscow,Right,"LM, LW, RM",78,61,71,71,40,62,,,,,,,72,75
225114,M. Mahi,Mimoun Mahi,25,181,69,Morocco,FC Zürich,Right,"ST, LM",76,73,67,77,35,65,,,,,,,72,75
227227,D. Álvarez,Daniel Álvarez López,24,176,70,Mexico,Club Necaxa,Right,"RM, LM, RW",88,58,70,75,32,60,,,,,,,72,75
227785,C. Guanca,Cristian Guanca,26,178,78,Argentina,Al Shabab,Left,"ST, CAM",78,72,61,72,37,68,,,,,,,72,75
228981,Y. Boli,Yohan Boli,25,181,78,Ivory Coast,Sint-Truidense VV,Right,ST,76,70,57,71,39,72,,,,,,,72,75
229404,A. Tarek,Amro Tarek Abdel Aziz,27,191,88,Egypt,New York Red Bulls,Left,"CB, LB",64,39,49,63,71,78,,,,,,,72,75
231601,Dalmau,Adriàn Dalmau Vaquer,25,181,74,Spain,FC Utrecht,Right,ST,77,75,53,68,41,58,,,,,,,72,75
233600,A. Warda,Amr Warda,25,179,77,Egypt,Egypt,Right,"RM, LM, CAM",79,61,71,74,32,45,,,,,,,72,75
234716,J. Attamah,Joseph Attamah,25,180,80,Ghana,Medipol Başakşehir FK,Right,"CB, CDM",69,47,59,55,71,75,,,,,,,72,75
234875,L. Höler,Lucas Höler,24,184,83,Germany,SC Freiburg,Right,"ST, RM",68,71,51,65,34,74,,,,,,,72,75
234933,A. Sedlar,Aleksandar Sedlar,27,178,79,Serbia,RCD Mallorca,Right,CB,57,40,49,47,71,78,,,,,,,72,75
235002,L. Rosić,Lazar Rosić,26,190,82,Serbia,Moreirense FC,Right,CB,47,29,45,47,71,73,,,,,,,72,75
235047,J. Menéndez,Jonathan Diego Menéndez,25,166,62,Argentina,Club Atlético Talleres,Right,"LM, RM, LW",89,66,63,76,34,48,,,,,,,72,75
235210,Pedrinho,Pedro Filipe Barbosa Moreira,26,170,68,Portugal,FC Paços de Ferreira,Right,"CAM, CM, RW",79,66,72,74,52,60,,,,,,,72,75
235812,G. Kvilitaia,Giorgi Kvilitaia,25,193,82,Georgia,KAA Gent,Right,ST,71,69,56,70,37,77,,,,,,,72,75
235996,N. Moumi Ngamaleu,Nicolas Moumi Ngamaleu,24,182,74,Cameroon,BSC Young Boys,Right,"LM, ST, RM",91,72,62,71,34,73,,,,,,,72,75
237153,L. Blessing,Latif Blessing,22,165,64,Ghana,Los Angeles FC,Right,"CAM, RW, CM",86,62,64,75,57,57,,,,,,,72,75
237419,A. Abedzadeh,Amir Abedzadeh,26,186,80,Iran,Clube Sport Marítimo,Right,GK,,,,,,,71,70,64,75,27,72,72,75
238830,Alexandre Guedes,Alexandre Garcia Guedes,25,185,77,Portugal,Vitória Guimarães,Right,ST,64,70,58,69,22,70,,,,,,,72,75
239073,C. Antwi-Adjej,Christopher Antwi-Adjej,25,173,72,Germany,SC Paderborn 07,Right,"LM, CAM, RM",86,60,61,77,26,55,,,,,,,72,75
239322,C. Zimmermann,Christoph Zimmermann,26,194,92,Germany,Norwich City,Right,CB,53,33,43,44,72,78,,,,,,,72,75
241731,Y. Bárcenas,Yoel Bárcenas,25,175,75,Panama,Real Oviedo,Right,"RM, LM",82,66,67,74,36,61,,,,,,,72,75
241775,J. El Yamiq,Jawad El Yamiq,27,190,83,Morocco,Genoa,Right,CB,67,41,48,58,72,71,,,,,,,72,75
244381,A. Shabanov,Artem Shabanov,27,189,79,Ukraine,Dynamo Kyiv,Right,"CB, LB, CDM",60,24,48,37,72,70,,,,,,,72,75
244709,M. Jevtović,Marko Jevtović,25,194,82,Serbia,Atiker Konyaspor,Right,CDM,57,59,65,60,71,74,,,,,,,72,75
247036,A. Helal,Abdulla Yusuf Helal,26,194,87,Bahrain,SK Slavia Praha,Right,"ST, CF",74,68,52,71,38,71,,,,,,,72,75
186158,K. Bartley,Kyle Bartley,28,194,94,England,West Bromwich Albion,Right,CB,54,27,49,49,71,81,,,,,,,72,74
186695,E. Muñoz,Ezequiel Muñoz,28,185,78,Argentina,Club Atlético Lanús,Right,CB,46,30,46,45,71,78,,,,,,,72,74
187208,A. Saldívar,Alfredo Saldívar Medina,29,183,78,Mexico,U.N.A.M.,Right,GK,,,,,,,71,72,70,72,48,71,72,74
188538,V. Sasso,Vincent Julien Sasso,28,190,82,France,Servette FC,Right,CB,35,27,54,52,71,67,,,,,,,72,74
190549,M. Henriksen,Markus Henriksen,26,187,80,Norway,Hull City,Right,"CDM, CM",65,70,68,67,69,76,,,,,,,72,74
193182,W. Foderingham,Wes Foderingham,28,185,75,England,Rangers FC,Left,GK,,,,,,,73,69,70,74,43,70,72,74
193336,V. Belec,Vid Belec,29,192,84,Slovenia,Slovenia,Right,GK,,,,,,,73,72,60,74,48,71,72,74
200138,M. Hector,Michael Hector,26,193,82,Jamaica,Chelsea,Right,CB,64,47,51,59,71,76,,,,,,,72,74
203038,Lucas Piazon,Gustavo Lucas Domingues Piazon,25,182,73,Brazil,Chelsea,Right,"RW, LW, LM",65,72,72,73,34,53,,,,,,,72,74
203633,M. Bruno,Massimo Bruno,25,178,74,Belgium,Sporting de Charleroi,Right,"RM, LM, CAM",76,68,70,72,36,64,,,,,,,72,74
204826,A. Ba,Abdoulaye Ba,28,197,79,Senegal,Rayo Vallecano,Right,CB,49,38,46,41,71,78,,,,,,,72,74
205210,O. Lewicki,Oscar Lewicki,26,171,68,Sweden,Malmö FF,Right,"CB, CDM, CM",61,55,59,65,71,77,,,,,,,72,74
205343,J. Akpa Akpro,Jean-Daniel Akpa Akpro,26,180,71,Ivory Coast,US Salernitana 1919,Right,CM,80,67,70,71,68,71,,,,,,,72,74
208160,D. Jevtić,Darko Jevtić,26,182,75,Switzerland,Lech Poznań,Left,CAM,71,66,71,71,45,64,,,,,,,72,74
208862,J. Giraudon,Jimmy Giraudon,27,184,66,France,ESTAC Troyes,Right,"CB, CM, CDM",58,36,58,59,72,72,,,,,,,72,74
210814,J. Velázquez,Julián Velázquez,28,184,80,Argentina,Club Tijuana,Right,CB,67,43,47,52,73,76,,,,,,,72,74
213750,K. Sema,Ken Sema,25,180,69,Sweden,Watford,Left,"LM, RM",78,66,69,75,42,68,,,,,,,72,74
213937,Aketxe,Ager Aketxe Barrutia,25,174,69,Spain,Deportivo de La Coruña,Left,"CAM, CM, RM",63,71,77,73,45,58,,,,,,,72,74
215010,E. Brítez,Emanuel Brítez,27,180,78,Argentina,Rosario Central,Right,"CB, RB",71,49,57,64,71,79,,,,,,,72,74
216191,Dankler,Dankler Luís de Jesus Pedreira,27,186,81,Brazil,Vissel Kobe,Right,CB,55,40,51,50,70,81,,,,,,,72,74
216289,M. Diemers,Mark Diemers,25,175,70,Netherlands,Fortuna Sittard,Right,"CAM, CM",72,65,74,76,59,63,,,,,,,72,74
216520,J. Güemez,Javier Güemez López,27,176,80,Mexico,Querétaro,Right,"CDM, CM",64,64,67,66,69,84,,,,,,,72,74
217007,M. Thiam,Mame Baba Thiam,26,185,79,Senegal,Kasimpaşa SK,Right,"ST, RM",75,69,64,74,26,71,,,,,,,72,74
221370,M. Al Buraik,Mohammed Al Buraik,26,173,58,Saudi Arabia,Al Hilal,Right,RB,82,59,70,69,65,71,,,,,,,72,74
223593,J. Correa,Javier Correa,26,187,85,Argentina,Club Atlas,Right,ST,67,71,50,71,29,76,,,,,,,72,74
223922,A. Bouchalakis,Andreas Bouchalakis,26,188,84,Greece,Olympiacos CFP,Left,"CM, CDM",63,67,71,68,65,70,,,,,,,72,74
224003,Sergio Herrera,Sergio Herrera Pirón,26,192,82,Spain,CA Osasuna,Right,GK,,,,,,,72,73,71,70,47,69,72,74
224459,V. Salazar,Víctor Salazar,26,175,67,Argentina,San Lorenzo de Almagro,Right,"RB, RWB",92,48,57,71,67,72,,,,,,,72,74
225206,K. Narey,Khaled Narey,24,180,75,Germany,Hamburger SV,Right,"RM, LM, RWB",85,64,65,71,60,75,,,,,,,72,74
225402,Bruno Gaspar,Bruno Miguel Boialvo Gaspar,26,176,68,Angola,Sporting CP,Right,RB,82,58,65,75,67,66,,,,,,,72,74
229282,Thiago Santana,Thiago Santos Santana,26,184,79,Brazil,Santa Clara,Left,ST,68,71,61,68,25,72,,,,,,,72,74
230117,Jhonatan,Jhonatan Luiz da Siqueira,28,189,79,Brazil,Vitória Guimarães,Right,GK,,,,,,,76,70,70,76,33,67,72,74
235544,S. Memišević,Samir Memišević,25,185,77,Bosnia Herzegovina,FC Groningen,Right,"CB, CDM",59,48,54,62,69,84,,,,,,,72,74
240034,L. Štetina,Lukáš Štetina,27,188,87,Slovakia,Sparta Praha,Right,CB,65,38,51,51,70,79,,,,,,,72,74
184436,A. Smithies,Alex Smithies,29,188,88,England,Cardiff City,Right,GK,,,,,,,73,69,67,73,59,73,72,73
186156,L. Ayling,Luke Ayling,27,185,72,England,Leeds United,Right,RB,69,50,61,68,72,75,,,,,,,72,73
188485,D. Polenta,Diego Fabián Polenta Musetti,27,185,87,Uruguay,LA Galaxy,Left,CB,68,39,54,54,70,81,,,,,,,72,73
189300,M. Johansson,Mattias Johansson,27,171,64,Sweden,Panathinaikos FC,Right,"RB, RWB",85,47,57,74,67,65,,,,,,,72,73
190780,S. Johnson,Sean  Johnson,30,190,98,United States,New York City FC,Right,GK,,,,,,,73,67,70,76,43,70,72,73
192495,R. Sawyers,Romaine Sawyers,27,185,67,St Kitts Nevis,West Bromwich Albion,Right,"CM, CDM",71,60,70,73,57,67,,,,,,,72,73
192567,M. Zimmermann,Matthias Zimmermann,27,177,76,Germany,Fortuna Düsseldorf,Right,"RB, CDM",69,52,66,68,70,72,,,,,,,72,73
193910,A. Forshaw,Adam Forshaw,27,174,71,England,Leeds United,Right,"CM, CDM",65,61,71,72,62,66,,,,,,,72,73
194015,J. Börner,Julian Börner,28,188,86,Germany,Sheffield Wednesday,Left,CB,63,58,54,56,71,79,,,,,,,72,73
199151,J. Iturbe,Juan Manuel Iturbe Arévalo,26,169,62,Paraguay,U.N.A.M.,Left,"RW, RM",89,64,67,76,29,56,,,,,,,72,73
199244,L. Hejda,Lukáš Hejda,29,189,85,Czech Republic,Viktoria Plzeň,Right,CB,60,35,51,56,72,75,,,,,,,72,73
199504,T. Xhaka,Taulant Xhaka,28,172,72,Albania,FC Basel 1893,Right,"CDM, CM, CB",74,62,67,69,68,82,,,,,,,72,73
199651,Fernando Canesín,Fernando Canesín Matos,27,176,70,Brazil,KV Oostende,Right,"CAM, RM, CF",78,61,67,75,30,61,,,,,,,72,73
199809,T. Sušić,Tino-Sven Sušić,27,186,80,Bosnia Herzegovina,VVV-Venlo,Left,CM,66,68,74,73,58,70,,,,,,,72,73
200519,Pulido,Jorge Pulido Mayoral,28,186,72,Spain,SD Huesca,Right,"CB, LB, RB",42,37,52,49,72,79,,,,,,,72,73
200918,C. Knasmüllner,Christoph Knasmüllner,27,181,70,Austria,SK Rapid Wien,Right,"CAM, CM",76,66,70,75,42,68,,,,,,,72,73
201290,R. Žulj,Robert Žulj,27,189,89,Austria,TSG 1899 Hoffenheim,Right,"CAM, CF",53,72,71,73,35,68,,,,,,,72,73
201363,R. Matos,Ryder Matos Santos,26,180,70,Brazil,Udinese,Right,"RW, ST, LW",76,67,63,78,35,68,,,,,,,72,73
201368,K. McLean,Kenny McLean,27,183,70,Scotland,Norwich City,Left,"CM, CAM, CDM",74,69,68,73,60,70,,,,,,,72,73
201751,I. Kovács,István Kovács,27,171,66,Hungary,Hungary,Right,"CAM, CF",80,65,66,73,31,44,,,,,,,72,73
203581,I. Balliu,Iván Balliu Campeny,27,172,63,Albania,UD Almería,Right,RB,79,39,68,73,69,69,,,,,,,72,73
203725,V. Misidjan,Virgil  Misidjan,25,173,70,Netherlands,1. FC Nürnberg,Right,"RW, RM, LM",86,64,64,77,29,59,,,,,,,72,73
203782,A. Benali,Ahmad Benali,27,173,66,Libya,Crotone,Right,"CM, CDM",78,62,70,79,44,63,,,,,,,72,73
203783,T. Smith,Tommy Smith,27,186,84,England,Stoke City,Right,RB,69,46,67,66,70,72,,,,,,,72,73
204250,M. Trotta,Marcello Trotta,26,188,85,Italy,Frosinone,Left,"ST, RW",63,71,58,68,43,66,,,,,,,72,73
204684,M. Seuntjens,Mats Seuntjens,27,187,81,Netherlands,Gençlerbirliği SK,Right,"ST, CAM, RM",73,70,69,73,62,74,,,,,,,72,73
205243,M. Wagué,Molla Wagué,28,191,85,Mali,FC Nantes,Right,CB,54,33,42,44,72,81,,,,,,,72,73
205401,Vako,Valeri  Qazaishvili,26,175,80,Georgia,San Jose Earthquakes,Right,"LM, CAM",64,73,66,79,36,63,,,,,,,72,73
206577,S. Peeters,Stef Peeters,27,188,74,Belgium,KSV Cercle Brugge,Left,"CM, CAM, CDM",62,69,75,67,59,65,,,,,,,72,73
207676,Rafael Silva,Rafael da Silva,27,179,73,Brazil,Wuhan Zall,Right,"ST, LW, RW",84,71,64,73,31,66,,,,,,,72,73
208045,O. Tannane,Oussama Tannane,25,177,80,Morocco,Vitesse,Left,"RM, ST",80,74,68,74,35,70,,,,,,,72,73
208052,A. Yiadom,Andy Yiadom,27,180,75,Ghana,Reading,Right,"RB, LB",84,51,59,71,68,68,,,,,,,72,73
209430,R. Ripart,Renaud Ripart,26,181,73,France,Nîmes Olympique,Right,"ST, LM, RB",73,73,66,71,60,67,,,,,,,72,73
209485,A. Mühling,Alexander Mühling,26,186,84,Germany,Holstein Kiel,Right,"CM, CAM",70,63,71,73,57,72,,,,,,,72,73
210377,João Teixeira,João Carlos Vilaça Teixeira,26,177,69,Portugal,Vitória Guimarães,Right,"LM, CAM",71,67,70,76,37,57,,,,,,,72,73
